token	left_score	right_score	pred_side	rule_hits
s	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
chcth	69.000000	54.000000	left	1
sar	0.000000	0.000000	unknown	0
qor	0.000000	0.000000	unknown	0
cheey	63.400000	0.000000	left	1
qod	0.000000	0.000000	unknown	0
char	51.000000	0.000000	left	1
cthal	51.000000	3.000000	left	1
ockhoees	5.000000	5.000000	tie	1
oeees	5.000000	5.000000	tie	1
ol	0.000000	5.000000	right	1
dal	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
sham	0.000000	0.000000	unknown	0
okeal	6.750000	77.000000	right	1
dal	2.000000	30.000000	right	1
dam	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
sshey	6.000000	0.000000	left	1
otam	0.000000	5.000000	right	1
sham	0.000000	0.000000	unknown	0
cthom	51.000000	3.000000	left	1
oky	0.750000	77.000000	right	1
y	0.000000	0.000000	unknown	0
cheol	60.400000	0.000000	left	1
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chol	51.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
tchodar	0.000000	7.000000	right	1
chocfhhg	51.000000	0.000000	left	1
opom	0.000000	8.000000	right	1
shod	0.000000	0.000000	unknown	0
chcphy	51.000000	24.000000	left	1
opshody	0.000000	8.000000	right	1
ocphoraiin	0.000000	5.000000	right	1
okokom	0.750000	77.000000	right	1
ydals	2.000000	0.000000	left	1
ckhor	77.000000	0.000000	left	1
shy	0.000000	0.000000	unknown	0
cho	51.000000	0.000000	left	1
dchar	32.000000	36.000000	right	1
otol	0.000000	5.000000	right	1
otaiir	0.000000	5.000000	right	1
otchos	0.000000	14.000000	right	1
okchom	0.750000	77.000000	right	1
okcho	0.750000	77.000000	right	1
octhol	0.000000	8.000000	right	1
odchees	16.400000	5.000000	left	1
oesearees	5.000000	5.000000	tie	1
okam	0.750000	77.000000	right	1
chcth	69.000000	54.000000	left	1
ydal	0.000000	0.000000	unknown	0
sh	0.000000	17.000000	right	1
okol	0.750000	77.000000	right	1
okaiin	0.750000	77.000000	right	1
odaiin	0.000000	5.000000	right	1
dlos	2.000000	30.000000	right	1
tochol	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
cfarasr	51.000000	0.000000	left	1
ycheol	39.400000	0.000000	left	1
daid	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
olom	0.000000	5.000000	right	1
kochky	2.000000	24.000000	right	1
chcthy	51.000000	31.000000	left	1
shol	0.000000	0.000000	unknown	0
sain	0.000000	0.000000	unknown	0
ychol	30.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
or	0.000000	5.000000	right	1
chorom	51.000000	0.000000	left	1
okoeos	2.750000	77.000000	right	1
ckheod	83.000000	0.000000	left	1
choy	51.000000	0.000000	left	1
keol	5.000000	24.000000	right	1
ksho	2.000000	24.000000	right	1
foar	0.000000	0.000000	unknown	0
cto	51.000000	3.000000	left	1
sho	0.000000	0.000000	unknown	0
qokch	39.750000	22.000000	left	1
okokchal	0.750000	77.000000	right	1
oeeey	5.000000	5.000000	tie	1
cheol	60.400000	0.000000	left	1
chol	51.000000	0.000000	left	1
odor	0.000000	5.000000	right	1
sho	0.000000	0.000000	unknown	0
do	2.000000	30.000000	right	1
otolodal	0.000000	5.000000	right	1
doiir	2.000000	30.000000	right	1
cheekdam	63.400000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
dchey	41.400000	36.000000	left	1
kchod	28.000000	24.000000	left	1
dchol	32.000000	36.000000	right	1
ochdy	0.000000	5.000000	right	1
fcholdy	0.000000	0.000000	unknown	0
soshy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cky	53.000000	0.000000	left	1
shody	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ocholdy	0.000000	5.000000	right	1
cpholdy	51.000000	0.000000	left	1
sy	0.000000	0.000000	unknown	0
otor	0.000000	5.000000	right	1
chor	51.000000	0.000000	left	1
chrky	51.000000	0.000000	left	1
chotchy	51.000000	9.000000	left	1
shair	0.000000	0.000000	unknown	0
qod	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
kchy	28.000000	24.000000	left	1
chkain	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
qotshy	0.000000	0.000000	unknown	0
cheesees	63.400000	0.000000	left	1
sheear	9.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
chain	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chain	51.000000	0.000000	left	1
dein	2.000000	30.000000	right	1
dchckhy	32.000000	42.000000	right	1
shocthy	0.000000	3.000000	right	1
ytchey	9.400000	49.000000	right	1
cthor	51.000000	3.000000	left	1
s	0.000000	0.000000	unknown	0
chan	51.000000	0.000000	left	1
chaiin	51.000000	0.000000	left	1
qotchain	0.000000	9.000000	right	1
qotcheaiin	9.400000	9.000000	left	1
dchain	32.000000	36.000000	right	1
cthain	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
cthain	51.000000	3.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
okal	0.750000	77.000000	right	1
chotaiin	51.000000	0.000000	left	1
poeeaiin	5.000000	0.000000	left	1
qoky	39.750000	0.000000	left	1
shy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
qopchey	9.400000	34.000000	right	1
otchey	9.400000	14.000000	right	1
qofchor	0.000000	0.000000	unknown	0
sos	0.000000	0.000000	unknown	0
dchor	32.000000	36.000000	right	1
cthor	51.000000	3.000000	left	1
chor	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
okeeaiin	9.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
ckhey	83.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
orcho	0.000000	5.000000	right	1
kchor	28.000000	24.000000	left	1
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
shcfhor	0.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
dshey	8.000000	30.000000	right	1
daiity	2.000000	30.000000	right	1
qokaiin	39.750000	0.000000	left	1
qokcho	39.750000	0.000000	left	1
shol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ckhear	83.000000	0.000000	left	1
ckhol	77.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chkear	54.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
chakeey	57.000000	0.000000	left	1
dshor	2.000000	30.000000	right	1
dshey	8.000000	30.000000	right	1
qochol	0.000000	0.000000	unknown	0
dol	2.000000	30.000000	right	1
cho	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chain	51.000000	0.000000	left	1
deeaiir	5.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
chofochcphdy	51.000000	6.000000	left	1
checthedy	60.400000	3.000000	left	1
lr	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
s	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
odam	0.000000	5.000000	right	1
s	0.000000	0.000000	unknown	0
aldy	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
cthhy	51.000000	3.000000	left	1
shapchedyfeey	12.400000	2.000000	left	1
dalchedy	11.400000	32.000000	right	1
sas	0.000000	0.000000	unknown	0
otedy	0.000000	5.000000	right	1
qokchdy	39.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
ykeechy	49.200000	3.600000	left	1
okeedy	9.750000	77.000000	right	1
cheky	60.400000	0.000000	left	1
pchedar	9.400000	2.000000	left	1
qodary	0.000000	0.000000	unknown	0
oiiin	0.000000	5.000000	right	1
pcheety	12.400000	2.000000	left	1
sair	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
ypchedy	9.400000	2.000000	left	1
ypchdy	0.000000	2.000000	right	1
qopy	0.000000	29.000000	right	1
shdy	0.000000	0.000000	unknown	0
pchdar	0.000000	2.000000	right	1
opar	0.000000	8.000000	right	1
dar	2.000000	30.000000	right	1
cheeol	63.400000	0.000000	left	1
ofchdy	0.000000	5.000000	right	1
otedy	0.000000	5.000000	right	1
ckhdy	77.000000	0.000000	left	1
odar	0.000000	5.000000	right	1
chedy	60.400000	0.000000	left	1
ytedy	0.000000	4.000000	right	1
okchdy	0.750000	77.000000	right	1
g	0.000000	0.000000	unknown	0
deeol	5.000000	30.000000	right	1
eeeody	3.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
qokody	39.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qotedy	0.000000	0.000000	unknown	0
opchedy	9.400000	13.000000	right	1
ofchy	0.000000	5.000000	right	1
chs	51.000000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
pchedy	9.400000	2.000000	left	1
dar	2.000000	30.000000	right	1
cheoet	62.400000	2.000000	left	1
chy	51.000000	0.000000	left	1
sair	0.000000	0.000000	unknown	0
chees	63.400000	0.000000	left	1
odaiiin	0.000000	5.000000	right	1
chkeeey	57.000000	0.000000	left	1
ykey	46.200000	3.600000	left	1
sheey	9.000000	0.000000	left	1
teeedy	3.000000	0.000000	left	1
okeeos	9.750000	77.000000	right	1
cheeos	63.400000	0.000000	left	1
ysaiin	0.000000	0.000000	unknown	0
okcheey	13.150000	77.000000	right	1
keody	5.000000	24.000000	right	1
saiin	0.000000	0.000000	unknown	0
cheeos	63.400000	0.000000	left	1
qokes	45.750000	0.000000	left	1
ory	0.000000	5.000000	right	1
shod	0.000000	0.000000	unknown	0
chary	51.000000	0.000000	left	1
dchol	32.000000	36.000000	right	1
cthey	57.000000	3.000000	left	1
ds	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chey	60.400000	0.000000	left	1
dam	2.000000	30.000000	right	1
chos	51.000000	0.000000	left	1
cthody	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
dair	2.000000	30.000000	right	1
chals	53.000000	0.000000	left	1
cham	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
dal	2.000000	30.000000	right	1
chy	51.000000	0.000000	left	1
tolm	0.000000	0.000000	unknown	0
qotchey	9.400000	9.000000	left	1
shes	6.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
tchey	9.400000	7.000000	left	1
dy	2.000000	30.000000	right	1
chol	51.000000	0.000000	left	1
daiiin	2.000000	30.000000	right	1
chees	63.400000	0.000000	left	1
chos	51.000000	0.000000	left	1
ctey	51.000000	3.000000	left	1
dan	2.000000	30.000000	right	1
fochof	0.000000	0.000000	unknown	0
chof	51.000000	0.000000	left	1
cho	51.000000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
soly	0.000000	0.000000	unknown	0
shol	0.000000	0.000000	unknown	0
ytchor	0.000000	49.000000	right	1
ofchory	0.000000	5.000000	right	1
kchorchor	28.000000	24.000000	left	1
dchy	32.000000	36.000000	right	1
chkar	51.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
shy	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
dchy	32.000000	36.000000	right	1
dshy	2.000000	30.000000	right	1
kchy	28.000000	24.000000	left	1
cheo	60.400000	0.000000	left	1
da	2.000000	30.000000	right	1
dy	2.000000	30.000000	right	1
dchy	32.000000	36.000000	right	1
kchey	37.400000	24.000000	left	1
kchy	28.000000	24.000000	left	1
dchokchy	32.750000	36.000000	right	1
dsho	2.000000	30.000000	right	1
dchir	32.000000	36.000000	right	1
chodchy	55.000000	0.000000	left	1
etcheody	9.400000	7.000000	left	1
shld	0.000000	0.000000	unknown	0
o	0.000000	5.000000	right	1
oksho	0.750000	77.000000	right	1
doeeeesm	7.000000	30.000000	right	1
chotchy	51.000000	9.000000	left	1
cthodol	51.000000	3.000000	left	1
sotchdy	0.000000	9.000000	right	1
otchdy	0.000000	14.000000	right	1
otchol	0.000000	14.000000	right	1
chyqo	51.000000	0.000000	left	1
ldy	0.000000	0.000000	unknown	0
dchar	32.000000	36.000000	right	1
chakod	51.000000	0.000000	left	1
dly	2.000000	30.000000	right	1
chotchy	51.000000	9.000000	left	1
tchodar	0.000000	7.000000	right	1
otol	0.000000	5.000000	right	1
choky	51.750000	0.000000	left	1
qoty	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
cthody	51.000000	3.000000	left	1
okoy	0.750000	77.000000	right	1
cho	51.000000	0.000000	left	1
qokol	39.750000	0.000000	left	1
okam	0.750000	77.000000	right	1
dshor	2.000000	30.000000	right	1
dol	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
shol	0.000000	0.000000	unknown	0
dsho	2.000000	30.000000	right	1
otaiin	0.000000	5.000000	right	1
kshol	2.000000	24.000000	right	1
qooiiin	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
pchoiiin	0.000000	2.000000	right	1
shepchy	6.000000	2.000000	left	1
qoty	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
shory	0.000000	0.000000	unknown	0
ykcholy	43.200000	27.200000	left	1
qoty	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
qokchol	39.750000	0.000000	left	1
chor	51.000000	0.000000	left	1
tchy	0.000000	7.000000	right	1
qokchody	39.750000	0.000000	left	1
cheor	60.400000	0.000000	left	1
o	0.000000	5.000000	right	1
tshoiin	0.000000	0.000000	unknown	0
cheor	60.400000	0.000000	left	1
chor	51.000000	0.000000	left	1
o	0.000000	5.000000	right	1
chty	51.000000	0.000000	left	1
qotol	0.000000	0.000000	unknown	0
sheol	6.000000	0.000000	left	1
shor	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
qoty	0.000000	0.000000	unknown	0
chtshy	51.000000	0.000000	left	1
daiis	2.000000	30.000000	right	1
am	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cthol	51.000000	3.000000	left	1
poraiin	0.000000	0.000000	unknown	0
she	24.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
chep	60.400000	0.000000	left	1
oty	0.000000	5.000000	right	1
chy	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
qoty	0.000000	0.000000	unknown	0
cheecthy	63.400000	3.000000	left	1
dshe	26.000000	30.000000	right	1
ykchy	43.200000	27.200000	left	1
choty	51.000000	0.000000	left	1
oky	0.750000	77.000000	right	1
chol	51.000000	0.000000	left	1
chchoty	51.000000	24.000000	left	1
choky	51.750000	0.000000	left	1
chy	51.000000	0.000000	left	1
ty	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
dchor	32.000000	36.000000	right	1
choly	51.000000	0.000000	left	1
shos	0.000000	0.000000	unknown	0
octy	0.000000	8.000000	right	1
qokaiiin	39.750000	0.000000	left	1
choty	51.000000	0.000000	left	1
kaiin	2.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
cthy	51.000000	3.000000	left	1
cho	51.000000	0.000000	left	1
shy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ytchor	0.000000	49.000000	right	1
dary	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
she	24.000000	0.000000	left	1
otey	0.000000	5.000000	right	1
sy	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
shody	0.000000	0.000000	unknown	0
cho	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
sheky	6.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
cthody	51.000000	3.000000	left	1
dol	2.000000	30.000000	right	1
chykar	51.000000	2.000000	left	1
otody	0.000000	5.000000	right	1
okchesy	10.150000	77.000000	right	1
chey	60.400000	0.000000	left	1
shorchey	9.400000	0.000000	left	1
fcheody	9.400000	0.000000	left	1
shey	6.000000	0.000000	left	1
tchy	0.000000	7.000000	right	1
cher	60.400000	0.000000	left	1
d	2.000000	30.000000	right	1
o	0.000000	5.000000	right	1
shey	6.000000	0.000000	left	1
ychody	30.000000	0.000000	left	1
chey	60.400000	0.000000	left	1
chkeey	57.000000	0.000000	left	1
ksho	2.000000	24.000000	right	1
keeor	8.000000	24.000000	right	1
cheor	60.400000	0.000000	left	1
shey	6.000000	0.000000	left	1
she	24.000000	0.000000	left	1
keeodol	8.000000	24.000000	right	1
sy	0.000000	0.000000	unknown	0
chodaiin	51.000000	0.000000	left	1
chory	51.000000	0.000000	left	1
chey	60.400000	0.000000	left	1
doiin	2.000000	30.000000	right	1
saiin	0.000000	0.000000	unknown	0
chorain	51.000000	0.000000	left	1
cheey	63.400000	0.000000	left	1
keem	8.000000	24.000000	right	1
qokechy	45.750000	0.000000	left	1
qoko	39.750000	0.000000	left	1
qopchar	0.000000	34.000000	right	1
soin	0.000000	0.000000	unknown	0
chan	51.000000	0.000000	left	1
qotchaiin	0.000000	9.000000	right	1
choko	51.750000	0.000000	left	1
qokochy	39.750000	0.000000	left	1
deeey	5.000000	30.000000	right	1
dkeeor	8.000000	30.000000	right	1
cheoldain	60.400000	0.000000	left	1
chory	51.000000	0.000000	left	1
dchorol	32.000000	36.000000	right	1
sho	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
cho	51.000000	0.000000	left	1
ro	0.000000	0.000000	unknown	0
raiin	0.000000	0.000000	unknown	0
dor	2.000000	30.000000	right	1
chseeor	54.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
dcheo	41.400000	36.000000	left	1
rchey	9.400000	0.000000	left	1
chor	51.000000	0.000000	left	1
cheky	60.400000	0.000000	left	1
chctho	51.000000	31.000000	left	1
rchody	0.000000	0.000000	unknown	0
sor	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ychdain	30.000000	0.000000	left	1
cthscthain	51.000000	3.000000	left	1
shosaiin	0.000000	0.000000	unknown	0
chocthey	57.000000	3.000000	left	1
sho	0.000000	0.000000	unknown	0
chepchy	60.400000	2.000000	left	1
shor	0.000000	0.000000	unknown	0
sheaiin	6.000000	0.000000	left	1
qotchor	0.000000	9.000000	right	1
chy	51.000000	0.000000	left	1
she	24.000000	0.000000	left	1
kchor	28.000000	24.000000	left	1
chory	51.000000	0.000000	left	1
keor	5.000000	24.000000	right	1
ol	0.000000	5.000000	right	1
chy	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
ctholdy	51.000000	3.000000	left	1
chotchol	51.000000	9.000000	left	1
daiin	2.000000	30.000000	right	1
cthol	51.000000	3.000000	left	1
doiin	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chokeor	57.750000	0.000000	left	1
dal	2.000000	30.000000	right	1
chtoithy	51.000000	0.000000	left	1
otchey	9.400000	14.000000	right	1
daiin	2.000000	30.000000	right	1
chor	51.000000	0.000000	left	1
checkhy	60.400000	0.000000	left	1
qotchod	0.000000	9.000000	right	1
daiin	2.000000	30.000000	right	1
dain	2.000000	30.000000	right	1
shoty	0.000000	0.000000	unknown	0
chkol	51.000000	0.000000	left	1
ytor	0.000000	4.000000	right	1
cheoldy	60.400000	0.000000	left	1
qokeeor	48.750000	0.000000	left	1
chokol	51.750000	0.000000	left	1
chokeody	57.750000	0.000000	left	1
dairy	2.000000	30.000000	right	1
chokchy	51.750000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
kcho	28.000000	24.000000	left	1
tcho	0.000000	7.000000	right	1
ctho	51.000000	3.000000	left	1
sos	0.000000	0.000000	unknown	0
oyshy	0.000000	5.000000	right	1
cheotol	60.400000	0.000000	left	1
cphoaiin	51.000000	0.000000	left	1
cphey	57.000000	0.000000	left	1
qotchor	0.000000	9.000000	right	1
chor	51.000000	0.000000	left	1
sheey	9.000000	0.000000	left	1
cheol	60.400000	0.000000	left	1
sos	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
sheoldy	6.000000	0.000000	left	1
otcheor	9.400000	14.000000	right	1
daiin	2.000000	30.000000	right	1
keedey	8.000000	24.000000	right	1
qofchedy	9.400000	0.000000	left	1
shees	9.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
qokeefcy	48.750000	0.000000	left	1
chepakeo	63.400000	0.000000	left	1
dcheey	44.400000	36.000000	left	1
daiin	2.000000	30.000000	right	1
okeedy	9.750000	77.000000	right	1
qokees	48.750000	0.000000	left	1
s	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
shckhey	6.000000	24.000000	right	1
qef	0.000000	0.000000	unknown	0
qokeey	48.750000	0.000000	left	1
chey	60.400000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qokeey	48.750000	0.000000	left	1
rair	0.000000	0.000000	unknown	0
chekey	63.400000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
da	2.000000	30.000000	right	1
qotar	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
lk	28.800000	0.000000	left	1
r	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
cheey	63.400000	0.000000	left	1
keeol	8.000000	24.000000	right	1
chd	51.000000	0.000000	left	1
qokey	45.750000	0.000000	left	1
tshokeody	6.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
chepar	60.400000	0.000000	left	1
chedy	60.400000	0.000000	left	1
r	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
dal	2.000000	30.000000	right	1
ykeedar	49.200000	3.600000	left	1
saiin	0.000000	0.000000	unknown	0
checkhey	60.400000	0.000000	left	1
sheol	6.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
ykeedy	49.200000	3.600000	left	1
chedy	60.400000	0.000000	left	1
ldy	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
cheol	60.400000	0.000000	left	1
cheod	60.400000	0.000000	left	1
qokeody	45.750000	0.000000	left	1
cheol	60.400000	0.000000	left	1
checthy	60.400000	3.000000	left	1
tol	0.000000	0.000000	unknown	0
shso	0.000000	0.000000	unknown	0
okedy	6.750000	77.000000	right	1
okedy	6.750000	77.000000	right	1
qokedy	45.750000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
dar	2.000000	30.000000	right	1
shedshey	6.000000	0.000000	left	1
olsheol	10.000000	5.000000	left	1
qokchy	39.750000	0.000000	left	1
dal	2.000000	30.000000	right	1
chey	60.400000	0.000000	left	1
deey	5.000000	30.000000	right	1
kchy	28.000000	24.000000	left	1
keey	8.000000	24.000000	right	1
okaiin	0.750000	77.000000	right	1
ykeey	49.200000	3.600000	left	1
qoaiin	0.000000	0.000000	unknown	0
