token	rules
olchedy	he,che,olc,lc
shey	he
qokain	qok,ok
chckhy	hc,chc
lchedy	he,che,lc
qokeedy	oke,qok,ee,ke,ok
qokal	qok,ok
okar	ok
shedy	he
chekam	he,che
shey	he
cheey	he,che,ee
shey	he
shedy	he
qoky	qok,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokain	qok,ok
olshedy	he,lsh,ls
olshedy	he,lsh,ls
qokain	qok,ok
chckhy	hc,chc
qokain	qok,ok
shedy	he
okchdy	ok
qoky	qok,ok
otshedy	he
qokain	qok,ok
chedy	he,che
shedy	he
qokam	qok,ok
shey	he
ithey	he
qokain	qok,ok
shey	he
qokain	qok,ok
ysheor	he
shey	he
chedy	he,che
sshey	he
chedy	he,che
qokam	qok,ok
checthy	he,che,ct
qokeedy	oke,qok,ee,ke,ok
lchedy	he,che,lc
tchedy	he,che,tc,tch
pchedy	he,che,pc
qokeey	oke,qok,ee,ke,ok
shecthy	he,ct
sheedy	he,ee
qokeedy	oke,qok,ee,ke,ok
chedy	he,che
okeedy	oke,ee,ke,ok
olchey	he,che,olc,lc
qokeedy	oke,qok,ee,ke,ok
chedy	he,che
cheeky	he,che,ee
qokey	oke,qok,ke,ok
qokain	qok,ok
cheky	he,che
qokal	qok,ok
chedy	he,che
okalol	ok
shedy	he
okar	ok
polshy	lsh,ls
shedy	he
qokain	qok,ok
shedy	he
qokar	qok,ok
shedy	he
qokeey	oke,qok,ee,ke,ok
lshedy	he,lsh,ls
chedy	he,che
qokain	qok,ok
chcthedy	he,hct,hc,ct,chc
solkedy	ke
okal	ok
olkedy	ke
qokain	qok,ok
sheety	he,ee
qokain	qok,ok
shedy	he
qokar	qok,ok
keedy	ee,ke
qokeedy	oke,qok,ee,ke,ok
qokey	oke,qok,ke,ok
okar	ok
qokedy	oke,qok,ke,ok
sheety	he,ee
qokedy	oke,qok,ke,ok
qokchdy	qok,ok
qokechdy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
yshedy	he
qokeedy	oke,qok,ee,ke,ok
qokchdy	qok,ok
olkeedy	ee,ke
shedy	he
qokain	qok,ok
shedy	he
keedy	ee,ke
rshedy	he
sokeedy	oke,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
oteedy	ee
qoky	qok,ok
dykeedy	ee,ke,yk
dshedy	he
qokedy	oke,qok,ke,ok
qoteey	ee
qoteedy	ee
yshedy	he
chekar	he,che
qokain	qok,ok
dchedy	he,che,dch,dc
okedy	oke,ke,ok
qokedy	oke,qok,ke,ok
okoldy	ok
sshedy	he
shckhy	hc,shc
qokey	oke,qok,ke,ok
okedy	oke,ke,ok
okaiin	ok
okeedy	oke,ee,ke,ok
ychey	he,che,ych,yc
sols	ls
ychty	ych,yc
chetas	he,che
chcphhy	hc,chc
chckhy	hc,chc
chckhy	hc,chc
shedy	he
qoteedy	ee
cthedy	he,ct
ched	he,che
dchedy	he,che,dch,dc
olchedy	he,che,olc,lc
qoky	qok,ok
key	ke
dykedy	ke,yk
qokol	qok,ok
sshedy	he
chedy	he,che
qoky	qok,ok
olshty	lsh,ls
qokydy	qok,ok
qokar	qok,ok
chedy	he,che
qokain	qok,ok
lshdyqo	lsh,ls
shedy	he
keedy	ee,ke
qokalom	qok,ok
okshy	ok
dokal	ok
qokal	qok,ok
lchy	lc
ykedy	ke,yk
sheor	he
qokal	qok,ok
olked	ke
kchey	he,che
olchey	he,che,olc,lc
okar	ok
sheky	he
kedy	ke
qoqokeey	oke,qok,ee,ke,ok
sheedy	he,ee
qokeor	oke,qok,ke,ok
sheedy	he,ee
qokal	qok,ok
chey	he,che
qokar	qok,ok
dlshedy	he,lsh,ls
qokain	qok,ok
sheedy	he,ee
cheey	he,che,ee
sheey	he,ee
qokain	qok,ok
shedy	he
qokain	qok,ok
shey	he
shey	he
shey	he
qoky	qok,ok
cheey	he,che,ee
sheolo	he
pokain	ok
okeedy	oke,ee,ke,ok
chesy	he,che
shey	he
qokeey	oke,qok,ee,ke,ok
olkedy	ke
chey	he,che
olshees	he,ee,lsh,ls
sheckhy	he
qokain	qok,ok
chedy	he,che
chedy	he,che
keey	ee,ke
qolchedy	he,che,olc,lc
chealy	he,che
yshey	he
qokar	qok,ok
olchedy	he,che,olc,lc
okeedy	oke,ee,ke,ok
qokeed	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qoky	qok,ok
ychey	he,che,ych,yc
sheckhy	he
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
lsheckhy	he,lsh,ls
qokain	qok,ok
olchedy	he,che,olc,lc
qokain	qok,ok
olshey	he,lsh,ls
qokain	qok,ok
shedy	he
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokar	qok,ok
olshedy	he,lsh,ls
qokeor	oke,qok,ke,ok
chedy	he,che
shckhy	hc,shc
ycheedy	he,che,ee,ych,yc
cheedy	he,che,ee
qokar	qok,ok
opal	op
okeey	oke,ee,ke,ok
ytedy	yt
oteey	ee
okedy	oke,ke,ok
solchedy	he,che,olc,lc
solkedy	ke
qokeedy	oke,qok,ee,ke,ok
qokol	qok,ok
kolkedy	ke
qokedy	oke,qok,ke,ok
qoky	qok,ok
lpchdy	pc
qotchdy	tc,tch,otc
okshey	he,ok
lchdy	lc
otchdy	tc,tch,otc
ykeechy	ee,ke,yk
qokchdy	qok,ok
olsheey	he,ee,lsh,ls
oteey	ee
chey	he,che
qokey	oke,qok,ke,ok
sshey	he
qokar	qok,ok
shey	he
qokal	qok,ok
oqoky	qok,ok
okal	ok
sheedy	he,ee
qoteedy	ee
qokeey	oke,qok,ee,ke,ok
ykeedy	ee,ke,yk
qokain	qok,ok
shety	he
octhey	he,ct
shedy	he
chckhey	he,hc,chc
okeshey	he,oke,ke,ok
olkedy	ke
olkedy	ke
chey	he,che
potchokar	tc,tch,ok,otc
chcfhdy	hc,chc
opshdy	op
chcphy	hc,chc
chcphdy	hc,chc
opshey	he,op
opchdy	opc,op,pc
dshedy	he
cthar	ct
chep	he,che
okain	ok
qokeor	oke,qok,ke,ok
shedy	he
sheols	he,ls
qokeey	oke,qok,ee,ke,ok
yshey	he
qokeey	oke,qok,ee,ke,ok
qokey	oke,qok,ke,ok
qokeed	oke,qok,ee,ke,ok
okedy	oke,ke,ok
chedy	he,che
qokedy	oke,qok,ke,ok
qokchy	qok,ok
qokedy	oke,qok,ke,ok
lkedy	ke
qokchdy	qok,ok
qokal	qok,ok
solchedy	he,che,olc,lc
qokeedy	oke,qok,ee,ke,ok
qopchedy	he,che,opc,op,pc,qop
qokeeo	oke,qok,ee,ke,ok
shedy	he
qokedy	oke,qok,ke,ok
sheey	he,ee
okees	oke,ee,ke,ok
chedain	he,che
ches	he,che
okeedal	oke,ee,ke,ok
qoked	oke,qok,ke,ok
qokeey	oke,qok,ee,ke,ok
shedy	he
chey	he,che
lkeedy	ee,ke
okey	oke,ke,ok
chekain	he,che
shed	he
shckhy	hc,shc
chcphedy	he,hc,chc
olkeey	ee,ke
otchy	tc,tch,otc
chedy	he,che
qotedshedy	he
oteedy	ee
chedy	he,che
chekain	he,che
chckhy	hc,chc
shedy	he
qctheed	he,ct,ee
keey	ee,ke
shedy	he
qokeor	oke,qok,ke,ok
okeedy	oke,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
checthy	he,che,ct
chckhey	he,hc,chc
okol	ok
okaiin	ok
sheckhey	he
okeedy	oke,ee,ke,ok
ykal	yk
chedy	he,che
shedy	he
qoked	oke,qok,ke,ok
okees	oke,ee,ke,ok
chckheed	he,hc,ee,chc
lchedy	he,che,lc
shedy	he
chedy	he,che
chedy	he,che
shckhy	hc,shc
qokeey	oke,qok,ee,ke,ok
okeey	oke,ee,ke,ok
checkhy	he,che
qokeedy	oke,qok,ee,ke,ok
chekear	he,che,ke
chey	he,che
chckh	hc,chc
shey	he
qeeey	ee
shedy	he
qokeedy	oke,qok,ee,ke,ok
okain	ok
chedy	he,che
okeed	oke,ee,ke,ok
qokaloro	qok,ok
dcheedy	he,che,ee,dch,dc
qolchey	he,che,olc,lc
qokeey	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
chedy	he,che
qokar	qok,ok
shedy	he
shedy	he
lshedy	he,lsh,ls
qolchedy	he,che,olc,lc
dshedy	he
chedy	he,che
lchedy	he,che,lc
qokey	oke,qok,ke,ok
qolchey	he,che,olc,lc
chckhy	hc,chc
shckhy	hc,shc
lchar	lc
okar	ok
alchdy	lc
qokchsdy	qok,ok
okeey	oke,ee,ke,ok
lchedy	he,che,lc
otshedy	he
shedy	he
oleeed	ee
sheedy	he,ee
qokedy	oke,qok,ke,ok
chedy	he,che
chedy	he,che
qokain	qok,ok
chckhy	hc,chc
olchy	olc,lc
shedy	he
chedy	he,che
qokey	oke,qok,ke,ok
dalshedy	he,lsh,ls
sheedy	he,ee
qokaldy	qok,ok
chepy	he,che
chedy	he,che
shecthy	he,ct
qokeey	oke,qok,ee,ke,ok
chey	he,che
qokeey	oke,qok,ee,ke,ok
lchedy	he,che,lc
chckhy	hc,chc
chey	he,che
chey	he,che
chey	he,che
lchedy	he,che,lc
chey	he,che
shedal	he
shey	he
qokey	oke,qok,ke,ok
qolchedy	he,che,olc,lc
chey	he,che
qokaiin	qok,ok
okain	ok
cheedy	he,che,ee
lchey	he,che,lc
sheey	he,ee
chear	he,che
qokaiin	qok,ok
chey	he,che
qokalchey	he,che,qok,ok,lc
ytal	yt
qokar	qok,ok
shedy	he
shedy	he
qokar	qok,ok
shedy	he
qokain	qok,ok
shey	he
lshcthy	hct,hc,ct,lsh,shc,ls
okar	ok
okain	ok
darchey	he,che
cheolchey	he,che,olc,lc
shcthy	hct,hc,ct,shc
chedy	he,che
qokey	oke,qok,ke,ok
sheeky	he,ee
qokain	qok,ok
cheor	he,che
okaiin	ok
chey	he,che
shedy	he
qokaiin	qok,ok
cheol	he,che
chedy	he,che
chedy	he,che
qokedy	oke,qok,ke,ok
lkey	ke
shedy	he
qopchey	he,che,opc,op,pc,qop
pchedy	he,che,pc
okchy	ok
chckhy	hc,chc
shey	he
sheey	he,ee
cheor	he,che
shey	he
shedy	he
shedy	he
shey	he
shedy	he
ollchy	lc
shlches	he,che,lc
shcthy	hct,hc,ct,shc
shedy	he
lshey	he,lsh,ls
qokal	qok,ok
chcthy	hct,hc,ct,chc
okeolor	oke,ke,ok
cheol	he,che
chedy	he,che
chcthy	hct,hc,ct,chc
chckhy	hc,chc
qokal	qok,ok
shedy	he
sheol	he
cheal	he,che
alshy	lsh,ls
okeyr	oke,ke,ok
polalchdy	lc
pshedy	he
opchedy	he,che,opc,op,pc
qokas	qok,ok
yksheol	he,yk
qokeedy	oke,qok,ee,ke,ok
lshed	he,lsh,ls
chpsheedy	he,ee
ytal	yt
qolchey	he,che,olc,lc
shckhy	hc,shc
qokey	oke,qok,ke,ok
lchy	lc
opchey	he,che,opc,op,pc
qokedar	oke,qok,ke,ok
olchdy	olc,lc
lchedy	he,che,lc
okedy	oke,ke,ok
lcheey	he,che,ee,lc
qokey	oke,qok,ke,ok
shckhy	hc,shc
qokal	qok,ok
shey	he
qoky	qok,ok
chedy	he,che
qokchdyl	qok,ok
chey	he,che
lsh	lsh,ls
chey	he,che
lchedy	he,che,lc
shedy	he
shecthy	he,ct
poleedaran	ee
shckhy	hc,shc
ykar	yk
olshedy	he,lsh,ls
okar	ok
opar	op
ysheedy	he,ee
okain	ok
shey	he
qokaiin	qok,ok
okeedy	oke,ee,ke,ok
sheey	he,ee
chckhy	hc,chc
shear	he
okedy	oke,ke,ok
okedy	oke,ke,ok
lchedy	he,che,lc
chedy	he,che
okar	ok
chedy	he,che
chckhy	hc,chc
sheey	he,ee
qockhey	he
olchdar	olc,lc
sheey	he,ee
oky	ok
shckhy	hc,shc
lkeedy	ee,ke
qoky	qok,ok
okain	ok
ytain	yt
oteedy	ee
okedor	oke,ke,ok
shedy	he
qokal	qok,ok
oky	ok
oky	ok
chedy	he,che
shedy	he
shey	he
keedy	ee,ke
opchdy	opc,op,pc
chedy	he,che
qopchedy	he,che,opc,op,pc,qop
olsheed	he,ee,lsh,ls
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
lkedy	ke
lsheedy	he,ee,lsh,ls
okar	ok
shedy	he
shedy	he
chedor	he,che
shed	he
qoteedy	ee
dshedy	he
okal	ok
chedyl	he,che
chedy	he,che
okedal	oke,ke,ok
olchedy	he,che,olc,lc
olchedy	he,che,olc,lc
sheey	he,ee
solshey	he,lsh,ls
okeedy	oke,ee,ke,ok
checthey	he,che,ct
okedalor	oke,ke,ok
okor	ok
opcheey	he,che,opc,ee,op,pc
yteey	ee,yt
opchaly	opc,op,pc
lshedy	he,lsh,ls
opa	op
korols	ls
keedy	ee,ke
cholkeeey	ee,ke
okor	ok
shedy	he
chedy	he,che
qokeedy	oke,qok,ee,ke,ok
shey	he
qoyky	yk
dchedy	he,che,dch,dc
qokeedy	oke,qok,ee,ke,ok
oteedy	ee
chedaiin	he,che
chey	he,che
qokeedy	oke,qok,ee,ke,ok
olkedy	ke
oteedy	ee
okal	ok
solkeey	ee,ke
shecthy	he,ct
okar	ok
chpchedy	he,che,pc
cpchy	pc
otchy	tc,tch,otc
ralchl	lc
okain	ok
chcthedy	he,hct,hc,ct,chc
qoteed	ee
ykedy	ke,yk
okedy	oke,ke,ok
chedy	he,che
teyteg	yt
qotees	ee
olkeey	ee,ke
okeedy	oke,ee,ke,ok
qoeeedy	ee,qoe,oe
chckhey	he,hc,chc
sheor	he
cheedy	he,che,ee
lchedy	he,che,lc
doteey	ee
okaiin	ok
oteedy	ee
cheolchdy	he,che,olc,lc
okeedy	oke,ee,ke,ok
qokedy	oke,qok,ke,ok
okedar	oke,ke,ok
qokeedy	oke,qok,ee,ke,ok
ochedy	he,che
sheedy	he,ee
qokeedy	oke,qok,ee,ke,ok
okeedy	oke,ee,ke,ok
okeedy	oke,ee,ke,ok
qolkeeey	ee,ke
shedal	he
qopchdy	opc,op,pc,qop
dshedy	he
shedy	he
tchedy	he,che,tc,tch
lsheetal	he,ee,lsh,ls
shecphy	he
cheor	he,che
sheedy	he,ee
oekeedy	ee,ke,oe
qokeey	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
oteedy	ee
shedy	he
qokedy	oke,qok,ke,ok
shedam	he
sheol	he
sheey	he,ee
lteedy	ee
qokeedy	oke,qok,ee,ke,ok
chedy	he,che
checthy	he,che,ct
otedeey	ee
qokol	qok,ok
chedy	he,che
deey	ee
sheedy	he,ee
sheedy	he,ee
okeeedy	oke,ee,ke,ok
qoteedy	ee
chedy	he,che
oleeedy	ee
qoteedy	ee
qokeedy	oke,qok,ee,ke,ok
cheedy	he,che,ee
cthedy	he,ct
qoteedy	ee
shcthedy	he,hct,hc,ct,shc
qoeekeedy	ee,ke,qoe,oe
deedy	ee
polshdal	lsh,ls
opshedal	he,op
qokedy	oke,qok,ke,ok
shedy	he
pschedal	he,che
tsheokeedy	he,oke,ee,ke,ok
oshepols	he,ls
olkeey	ee,ke
shokaiin	ok
sheolol	he
qoeeedy	ee,qoe,oe
qokedy	oke,qok,ke,ok
lkedy	ke
lshey	he,lsh,ls
qockhedy	he
qodeey	ee
qolkeedy	ee,ke
qokedy	oke,qok,ke,ok
chedchey	he,che,dch,dc
olkedy	ke
sheey	he,ee
shedy	he
otchedy	he,che,tc,tch,otc
checkhey	he,che
olchedy	he,che,olc,lc
checkhy	he,che
sheckhy	he
sheetey	he,ee
qokedy	oke,qok,ke,ok
checkhy	he,che
lshedy	he,lsh,ls
qokeedy	oke,qok,ee,ke,ok
cheedy	he,che,ee
qokeedy	oke,qok,ee,ke,ok
cthedy	he,ct
chckhy	hc,chc
chees	he,che,ee
salkeedy	ee,ke
chey	he,che
lcheedy	he,che,ee,lc
lchedy	he,che,lc
qoteedy	ee
shey	he
chey	he,che
dytey	yt
teedy	ee
lchey	he,che,lc
qokedy	oke,qok,ke,ok
chedy	he,che
chedy	he,che
lchedy	he,che,lc
dchedy	he,che,dch,dc
qokeedy	oke,qok,ee,ke,ok
qoteey	ee
qokol	qok,ok
shedy	he
shedy	he
chedy	he,che
olchedr	he,che,olc,lc
shetey	he
psheoldy	he
opalshedy	he,op,lsh,ls
qokshedy	he,qok,ok
qokedy	oke,qok,ke,ok
shey	he
opchedy	he,che,opc,op,pc
qokaiin	qok,ok
ches	he,che
checkhy	he,che
qokeey	oke,qok,ee,ke,ok
chckhyd	hc,chc
shckhey	he,hc,shc
chckhey	he,hc,chc
qokeedy	oke,qok,ee,ke,ok
chek	he,che
sheckhy	he
cheol	he,che
chey	he,che
qokeedy	oke,qok,ee,ke,ok
sheckhy	he
lkeedy	ee,ke
lchedy	he,che,lc
sheedy	he,ee
qokeedy	oke,qok,ee,ke,ok
qolkey	ke
lchdy	lc
scheer	he,che,ee
shees	he,ee
ches	he,che
okaiin	ok
tchedy	he,che,tc,tch
lshees	he,ee,lsh,ls
chees	he,che,ee
tchy	tc,tch
rshed	he
sheky	he
cheedy	he,che,ee
lsan	ls
shekaiiin	he
shets	he
shety	he
okaiin	ok
chedy	he,che
sheey	he,ee
chedy	he,che
qokaiin	qok,ok
chedy	he,che
chckhedy	he,hc,chc
okeedy	oke,ee,ke,ok
chedy	he,che
cphey	he
opcheey	he,che,opc,ee,op,pc
ychees	he,che,ee,ych,yc
alchedy	he,che,lc
qokeedy	oke,qok,ee,ke,ok
lshedy	he,lsh,ls
chedy	he,che
lchedy	he,che,lc
qoky	qok,ok
qoeedy	ee,qoe,oe
lchedy	he,che,lc
chees	he,che,ee
chchky	hc,chc
shekeey	he,ee,ke
qokey	oke,qok,ke,ok
qoky	qok,ok
chedy	he,che
shedy	he
qokeedy	oke,qok,ee,ke,ok
lolsaiiin	ls
qokain	qok,ok
chey	he,che
sshey	he
lshedy	he,lsh,ls
qokaiin	qok,ok
shedy	he
okedy	oke,ke,ok
keedy	ee,ke
qoky	qok,ok
shedy	he
qoky	qok,ok
shedy	he
chey	he,che
qokaiin	qok,ok
cheedy	he,che,ee
dchdy	dch,dc
qokol	qok,ok
chey	he,che
qopchedy	he,che,opc,op,pc,qop
qopchedy	he,che,opc,op,pc,qop
dylches	he,che,lc
olkedy	ke
shey	he
qokol	qok,ok
qokain	qok,ok
chetey	he,che
qoteedy	ee
qokaiin	qok,ok
shedy	he
shedy	he
shcthey	he,hct,hc,ct,shc
qokeedy	oke,qok,ee,ke,ok
oteedy	ee
solteedy	ee
qoteedy	ee
qodeedy	ee
shedaiin	he
chedy	he,che
shedaiin	he
sheol	he
ched	he,che
qokeedy	oke,qok,ee,ke,ok
qolsheedy	he,ee,lsh,ls
chedy	he,che
lsheedy	he,ee,lsh,ls
qokedy	oke,qok,ke,ok
chedy	he,che
sokcheey	he,che,ee,ok
sheeol	he,ee
qoteedy	ee
qokaiin	qok,ok
shedy	he
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
shedy	he
shedy	he
qokaiin	qok,ok
sheety	he,ee
qokeedy	oke,qok,ee,ke,ok
lchedy	he,che,lc
sshedy	he
chedy	he,che
qokaiin	qok,ok
shedy	he
qolcheedy	he,che,ee,olc,lc
qokeedy	oke,qok,ee,ke,ok
qoteedy	ee
qoteedy	ee
qokedy	oke,qok,ke,ok
sheed	he,ee
qeey	ee
sheety	he,ee
qokeedy	oke,qok,ee,ke,ok
cheedy	he,che,ee
lshey	he,lsh,ls
chees	he,che,ee
sheckhedy	he
cheedy	he,che,ee
qokeedy	oke,qok,ee,ke,ok
lchey	he,che,lc
lsheey	he,ee,lsh,ls
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokar	qok,ok
qokeey	oke,qok,ee,ke,ok
chey	he,che
sheal	he
qokeedy	oke,qok,ee,ke,ok
qoteey	ee
qokain	qok,ok
sheey	he,ee
dalchedy	he,che,lc
chedaiin	he,che
shedy	he
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
qokeey	oke,qok,ee,ke,ok
chedy	he,che
shear	he
qoteedy	ee
lchedy	he,che,lc
chedaiin	he,che
cheey	he,che,ee
okedy	oke,ke,ok
qoky	qok,ok
sheoky	he,ok
qokaiin	qok,ok
chedy	he,che
lchedy	he,che,lc
olshedy	he,lsh,ls
qokeedy	oke,qok,ee,ke,ok
chedy	he,che
qokol	qok,ok
qokor	qok,ok
shedy	he
qokal	qok,ok
shedar	he
chedy	he,che
qoteedy	ee
qokeedy	oke,qok,ee,ke,ok
qokaiin	qok,ok
chcthy	hct,hc,ct,chc
lchedy	he,che,lc
qokaly	qok,ok
solchedy	he,che,olc,lc
qokain	qok,ok
okaiin	ok
shedy	he
qokeedy	oke,qok,ee,ke,ok
olchey	he,che,olc,lc
qokain	qok,ok
olcheedy	he,che,ee,olc,lc
cheeol	he,che,ee
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokaiin	qok,ok
chckhey	he,hc,chc
cheeky	he,che,ee
qokain	qok,ok
chckhy	hc,chc
qokeey	oke,qok,ee,ke,ok
cheol	he,che
chealor	he,che
cheey	he,che,ee
chedy	he,che
keedy	ee,ke
qoteeedy	ee
cheety	he,che,ee
qokaiin	qok,ok
shedy	he
chedy	he,che
chedy	he,che
qokaiin	qok,ok
qokaiin	qok,ok
checkhy	he,che
solkeey	ee,ke
okaiin	ok
chedy	he,che
qokain	qok,ok
sheedy	he,ee
qokaiin	qok,ok
chedaiin	he,che
chealy	he,che
dshedy	he
pchedy	he,che,pc
chedy	he,che
dolchl	olc,lc
qokeedy	oke,qok,ee,ke,ok
qokol	qok,ok
olchey	he,che,olc,lc
shedy	he
qoeedy	ee,qoe,oe
qokaiin	qok,ok
chcphey	he,hc,chc
shedy	he
cheey	he,che,ee
sheckhey	he
lsheey	he,ee,lsh,ls
qykaiin	yk
sheedy	he,ee
eeedy	ee
okaiin	ok
sheeol	he,ee
qolchey	he,che,olc,lc
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
dchee	he,che,ee,dch,dc
cheedy	he,che,ee
qoteedy	ee
sheey	he,ee
qepchedy	he,che,pc
cheedy	he,che,ee
qokear	oke,qok,ke,ok
cheey	he,che,ee
qokaiin	qok,ok
ches	he,che
lchear	he,che,lc
sls	ls
chlchpsheey	he,ee,lc
cheol	he,che
ysheey	he,ee
otchdy	tc,tch,otc
okain	ok
ykal	yk
shedy	he
olkeedal	ee,ke
orchedal	he,che
shedy	he
qopshedy	he,op,qop
qokedy	oke,qok,ke,ok
olshedy	he,lsh,ls
qolsheedy	he,ee,lsh,ls
ycheedy	he,che,ee,ych,yc
okedy	oke,ke,ok
lshedy	he,lsh,ls
chedy	he,che
qokeeey	oke,qok,ee,ke,ok
shedy	he
qokeedy	oke,qok,ee,ke,ok
qodykey	ke,yk
qokedy	oke,qok,ke,ok
rsheedy	he,ee
sheol	he
teedy	ee
dcheol	he,che,dch,dc
kshey	he
cheol	he,che
olchedy	he,che,olc,lc
sheedy	he,ee
qokedy	oke,qok,ke,ok
chedy	he,che
tchedar	he,che,tc,tch
checkhy	he,che
shedy	he
qokal	qok,ok
chedy	he,che
qokedy	oke,qok,ke,ok
shedy	he
dsheedal	he,ee
qokal	qok,ok
chedy	he,che
shedy	he
qokeedy	oke,qok,ee,ke,ok
olchy	olc,lc
lchedy	he,che,lc
shedal	he
qokedy	oke,qok,ke,ok
okal	ok
chedy	he,che
qokal	qok,ok
shedy	he
chedy	he,che
sheol	he
qokeedy	oke,qok,ee,ke,ok
shedy	he
chedy	he,che
qokal	qok,ok
chedy	he,che
qokey	oke,qok,ke,ok
lshedy	he,lsh,ls
darcheedal	he,che,ee
qeedy	ee
qeedeey	ee
olchey	he,che,olc,lc
lchey	he,che,lc
cheey	he,che,ee
okaiin	ok
shedy	he
qokedy	oke,qok,ke,ok
qokain	qok,ok
olchedy	he,che,olc,lc
shedy	he
qokchedy	he,che,qok,ok
qokeey	oke,qok,ee,ke,ok
qokaiin	qok,ok
sheol	he
ekedy	ke
qokey	oke,qok,ke,ok
qokal	qok,ok
shey	he
qokaiin	qok,ok
chedy	he,che
chedy	he,che
qokedy	oke,qok,ke,ok
qokal	qok,ok
shed	he
keoly	ke
qokal	qok,ok
salchedy	he,che,lc
shey	he
dalohey	he
chedy	he,che
oqokain	qok,ok
chckhy	hc,chc
qokal	qok,ok
qokal	qok,ok
chees	he,che,ee
shedy	he
qoky	qok,ok
ches	he,che
sheekey	he,ee,ke
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
lchor	lc
shedy	he
qokaiin	qok,ok
sheedy	he,ee
qokeedy	oke,qok,ee,ke,ok
shedy	he
sheor	he
qokedy	oke,qok,ke,ok
qoky	qok,ok
chckhy	hc,chc
qokchy	qok,ok
tshedy	he
qokain	qok,ok
chedal	he,che
fchedy	he,che
cheky	he,che
chedy	he,che
qokain	qok,ok
tcho	tc,tch
dchy	dch,dc
lshedy	he,lsh,ls
dsheedy	he,ee
pcheol	he,che,pc
cheedy	he,che,ee
shey	he
sheey	he,ee
qokedy	oke,qok,ke,ok
lchedy	he,che,lc
qokaiin	qok,ok
chedy	he,che
shedy	he
qokaiin	qok,ok
shcthy	hct,hc,ct,shc
lchy	lc
ycheey	he,che,ee,ych,yc
qolshedy	he,lsh,ls
qokal	qok,ok
chedy	he,che
qokaiin	qok,ok
checkhy	he,che
qokal	qok,ok
qokaiin	qok,ok
cheky	he,che
chedy	he,che
qokal	qok,ok
solkchedy	he,che
ytal	yt
dychedy	he,che,ych,yc
lkchey	he,che
qokedy	oke,qok,ke,ok
rched	he,che
tchor	tc,tch
sheey	he,ee
qokain	qok,ok
qokain	qok,ok
sheol	he
qokeedy	oke,qok,ee,ke,ok
qokal	qok,ok
qotchy	tc,tch,otc
qokal	qok,ok
shedy	he
qokedy	oke,qok,ke,ok
lchedy	he,che,lc
qokedy	oke,qok,ke,ok
chey	he,che
schedy	he,che
sheedy	he,ee
qokain	qok,ok
cheey	he,che,ee
shey	he
shedy	he
qokedy	oke,qok,ke,ok
dolcheedy	he,che,ee,olc,lc
rolchedy	he,che,olc,lc
qokedy	oke,qok,ke,ok
dcheol	he,che,dch,dc
kchedy	he,che
sockhey	he
qokal	qok,ok
qokal	qok,ok
shedy	he
qokal	qok,ok
qokeey	oke,qok,ee,ke,ok
cheey	he,che,ee
qokaiin	qok,ok
shedy	he
qokeedy	oke,qok,ee,ke,ok
qokam	qok,ok
chedy	he,che
lchedy	he,che,lc
qokal	qok,ok
ldchey	he,che,dch,dc
okalo	ok
oleoeder	oe
okchdldlo	ok
okchdy	ok
tshedor	he
shedy	he
qopchedy	he,che,opc,op,pc,qop
qokedy	oke,qok,ke,ok
qokol	qok,ok
oky	ok
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
shedy	he
tchedy	he,che,tc,tch
olkedy	ke
qckhedy	he
cheky	he,che
chedy	he,che
qokedy	oke,qok,ke,ok
qokain	qok,ok
olkedy	ke
yteedy	ee,yt
shedy	he
qokedar	oke,qok,ke,ok
chcthhy	hct,hc,ct,chc
qokal	qok,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
dshedy	he
qokedy	oke,qok,ke,ok
okar	ok
qokedy	oke,qok,ke,ok
